customerid;personid;storeid;territoryid
20569;19657;NULL;10
20570;20217;NULL;10
20571;8236;NULL;10
20572;6806;NULL;8
20573;19106;NULL;7
20574;19490;NULL;8
20575;17630;NULL;10
20576;15882;NULL;10
20577;14551;NULL;10
20578;16726;NULL;7
20579;10490;NULL;7
20580;6462;NULL;7
20581;3303;NULL;7
20582;13870;NULL;7
20583;2498;NULL;8
20584;16146;NULL;8
20585;12261;NULL;10
20586;12592;NULL;7
20587;20000;NULL;7
20588;15471;NULL;10
20589;9038;NULL;7
20590;18186;NULL;8
20591;16546;NULL;8
20592;18289;NULL;10
20593;20063;NULL;7
20594;10966;NULL;7
20595;3512;NULL;7
20596;6265;NULL;10
20597;4523;NULL;7
20598;5333;NULL;8
20599;5771;NULL;10
20600;17925;NULL;9
20601;17860;NULL;9
20602;19149;NULL;9
20603;15975;NULL;9
20604;2891;NULL;9
20605;5826;NULL;9
20606;7227;NULL;9
20607;4659;NULL;9
20608;4868;NULL;9
20609;13128;NULL;9
20610;5521;NULL;9
20611;7554;NULL;9
20612;13430;NULL;9
20613;19839;NULL;9
20614;2587;NULL;9
20615;2391;NULL;9
20616;9604;NULL;9
20617;11565;NULL;9
20618;10130;NULL;9
20619;9090;NULL;9
20620;19388;NULL;9
20621;10640;NULL;9
20622;7726;NULL;9
20623;3289;NULL;9
20624;8852;NULL;9
20625;12854;NULL;9
20626;2918;NULL;9
20627;13898;NULL;9
20628;13684;NULL;9
20629;3707;NULL;9
20630;15515;NULL;9
20631;10775;NULL;9
20632;15852;NULL;6
20633;15770;NULL;1
20634;3136;NULL;1
20635;16925;NULL;1
20636;19354;NULL;4
20637;18292;NULL;4
20638;15749;NULL;4
20639;12988;NULL;1
20640;16015;NULL;4
20641;11240;NULL;4
20642;19667;NULL;1
20643;12191;NULL;4
20644;14128;NULL;4
20645;15227;NULL;1
20646;6580;NULL;1
20647;15158;NULL;4
20648;16492;NULL;4
20649;2711;NULL;4
20650;14501;NULL;4
20651;14647;NULL;6
20652;10146;NULL;1
20653;12101;NULL;4
20654;3549;NULL;4
20655;13651;NULL;1
20656;13826;NULL;6
20657;13618;NULL;4
20658;9760;NULL;4
20659;4430;NULL;4
20660;8516;NULL;1
20661;3609;NULL;4
20662;3589;NULL;1
20663;20547;NULL;4
20664;14050;NULL;1
20665;15597;NULL;6
20666;11314;NULL;4
20667;4708;NULL;1
20668;1705;NULL;4
20669;19746;NULL;6
20670;20357;NULL;6
20671;20146;NULL;4
20672;13100;NULL;4
20673;6967;NULL;4
20674;6006;NULL;1
20675;11276;NULL;1
20676;15578;NULL;4
20677;8867;NULL;4
20678;4904;NULL;4
20679;12948;NULL;6
20680;12423;NULL;6
20681;14692;NULL;4
20682;18324;NULL;4
20683;9994;NULL;4
20684;11787;NULL;4
20685;8087;NULL;4
20686;4271;NULL;4
20687;9732;NULL;1
20688;14565;NULL;1
20689;16569;NULL;1
20690;14336;NULL;4
20691;4996;NULL;6
20692;18366;NULL;4
20693;7016;NULL;1
20694;18530;NULL;6
20695;18765;NULL;4
20696;6508;NULL;1
20697;7366;NULL;4
20698;10163;NULL;4
20699;6072;NULL;4
20700;4655;NULL;4
20701;11917;NULL;4
20702;13370;NULL;4
20703;4315;NULL;1
20704;19401;NULL;1
20705;15953;NULL;4
20706;9828;NULL;4
20707;9454;NULL;4
20708;4937;NULL;6
20709;15602;NULL;4
20710;5085;NULL;10
20711;9717;NULL;10
20712;13431;NULL;10
20713;18578;NULL;10
20714;19896;NULL;10
20715;15952;NULL;8
20716;19696;NULL;8
20717;18943;NULL;10
20718;15575;NULL;10
20719;14435;NULL;8
20720;7665;NULL;8
20721;3192;NULL;10
20722;16129;NULL;8
20723;3456;NULL;8
20724;9628;NULL;10
20725;13812;NULL;10
20726;6083;NULL;8
20727;9919;NULL;8
20728;4068;NULL;7
20729;5799;NULL;8
20730;5531;NULL;10
20731;16049;NULL;8
20732;18807;NULL;1
20733;8666;NULL;1
20734;16095;NULL;6
20735;8969;NULL;1
20736;2780;NULL;6
20737;19475;NULL;4
20738;14172;NULL;1
20739;9929;NULL;1
20740;19915;NULL;6
20741;7246;NULL;4
20742;20750;NULL;1
20743;8600;NULL;1
20744;3026;NULL;4
20745;8072;NULL;6
20746;8691;NULL;6
20747;17028;NULL;1
20748;3095;NULL;1
20749;8712;NULL;1
20750;10494;NULL;4
20751;8013;NULL;4
20752;6209;NULL;1
20753;3575;NULL;1
20754;4695;NULL;4
20755;16603;NULL;4
20756;13853;NULL;6
20757;7109;NULL;1
20758;14233;NULL;1
20759;15218;NULL;4
20760;5712;NULL;6
20761;6414;NULL;4
20762;10482;NULL;4
20763;4275;NULL;1
20764;18108;NULL;6
20765;3798;NULL;4
20766;14968;NULL;4
20767;11351;NULL;1
20768;11633;NULL;4
20769;8051;NULL;1
20770;16522;NULL;1
20771;9345;NULL;6
20772;12390;NULL;4
20773;11284;NULL;6
20774;18605;NULL;4
20775;10860;NULL;1
20776;3426;NULL;1
20777;4499;NULL;1
20778;14581;NULL;1
20779;3290;NULL;4
20780;18737;NULL;1
20781;11986;NULL;6
20782;17313;NULL;1
20783;9397;NULL;6
20784;5039;NULL;4
20785;11224;NULL;4
20786;4667;NULL;4
20787;8584;NULL;1
20788;9855;NULL;4
20789;4063;NULL;4
20790;11971;NULL;4
20791;6553;NULL;4
20792;3159;NULL;6
20793;19009;NULL;7
20794;15371;NULL;7
20795;7980;NULL;7
20796;5885;NULL;7
20797;12197;NULL;7
20798;14518;NULL;8
20799;20425;NULL;8
20800;5592;NULL;10
20801;20109;NULL;10
20802;13527;NULL;7
20803;11467;NULL;7
20804;8679;NULL;10
20805;18431;NULL;8
20806;17075;NULL;10
20807;5157;NULL;10
20808;19957;NULL;8
20809;18052;NULL;10
20810;17571;NULL;7
20811;9171;NULL;10
20812;3979;NULL;9
20813;1706;NULL;9
20814;17716;NULL;9
20815;16428;NULL;9
20816;5589;NULL;9
20817;8307;NULL;9
20818;19763;NULL;9
20819;19462;NULL;9
20820;18591;NULL;9
20821;6614;NULL;9
20822;19931;NULL;9
20823;15821;NULL;9
20824;20237;NULL;10
20825;15526;NULL;10
20826;15316;NULL;7
20827;15345;NULL;7
20828;12979;NULL;8
20829;2726;NULL;8
20830;18916;NULL;8
20831;9207;NULL;8
20832;2493;NULL;10
20833;19416;NULL;8
20834;15347;NULL;10
20835;11267;NULL;8
20836;4018;NULL;8
20837;15672;NULL;10
20838;11569;NULL;10
20839;10646;NULL;10
20840;16639;NULL;7
20841;18381;NULL;8
20842;6791;NULL;8
20843;5682;NULL;8
20844;5271;NULL;7
20845;3743;NULL;8
20846;14405;NULL;7
20847;16797;NULL;8
20848;17942;NULL;10
20849;7825;NULL;10
20850;14857;NULL;10
20851;18356;NULL;10
20852;3643;NULL;10
20853;2921;NULL;7
20854;16578;NULL;8
20855;3957;NULL;7
20856;20687;NULL;10
20857;16924;NULL;7
20858;10757;NULL;7
20859;11159;NULL;10
20860;3999;NULL;8
20861;5285;NULL;8
20862;11353;NULL;10
20863;2485;NULL;10
20864;19614;NULL;10
20865;5427;NULL;8
20866;18128;NULL;10
20867;17279;NULL;7
20868;16468;NULL;10
20869;18138;NULL;10
20870;7051;NULL;8
20871;3150;NULL;8
20872;6728;NULL;10
20873;20086;NULL;8
20874;13192;NULL;8
20875;20414;NULL;10
20876;5354;NULL;8
20877;13772;NULL;7
20878;18729;NULL;7
20879;15569;NULL;10
20880;2590;NULL;10
20881;13942;NULL;10
20882;14191;NULL;7
20883;16402;NULL;7
20884;10252;NULL;7
20885;17218;NULL;10
20886;10815;NULL;10
20887;6009;NULL;7
20888;12653;NULL;7
20889;15918;NULL;10
20890;12672;NULL;10
20891;8372;NULL;7
20892;15971;NULL;10
20893;17478;NULL;8
20894;11539;NULL;7
20895;11255;NULL;7
20896;10902;NULL;8
20897;3384;NULL;7
20898;9311;NULL;8
20899;9213;NULL;7
20900;2755;NULL;10
20901;20327;NULL;7
20902;19386;NULL;10
20903;12883;NULL;8
20904;9668;NULL;10
20905;5481;NULL;7
20906;13385;NULL;10
20907;4260;NULL;10
20908;13689;NULL;8
20909;3028;NULL;10
20910;9936;NULL;7
20911;16347;NULL;7
20912;11374;NULL;8
20913;18090;NULL;8
20914;9132;NULL;8
20915;6158;NULL;7
20916;18587;NULL;8
20917;8449;NULL;10
20918;6869;NULL;7
20919;8931;NULL;7
20920;12993;NULL;7
20921;14083;NULL;10
20922;12571;NULL;10
20923;2550;NULL;8
20924;6646;NULL;8
20925;20573;NULL;7
20926;18065;NULL;7
20927;7448;NULL;8
20928;19449;NULL;8
20929;5664;NULL;10
20930;9238;NULL;8
20931;15253;NULL;10
20932;14192;NULL;7
20933;2388;NULL;10
20934;10996;NULL;7
20935;13844;NULL;7
20936;11376;NULL;7
20937;11254;NULL;8
20938;10028;NULL;10
20939;18759;NULL;8
20940;15341;NULL;7
20941;10110;NULL;7
20942;8626;NULL;7
20943;19510;NULL;10
20944;10450;NULL;7
20945;13285;NULL;8
20946;3469;NULL;8
20947;10097;NULL;10
20948;4393;NULL;7
20949;17673;NULL;10
20950;14930;NULL;10
20951;9571;NULL;10
20952;6571;NULL;10
20953;6879;NULL;7
20954;5961;NULL;7
20955;12226;NULL;7
20956;14327;NULL;7
20957;10161;NULL;7
20958;10767;NULL;8
20959;11202;NULL;7
20960;8365;NULL;7
20961;20518;NULL;7
20962;8505;NULL;7
20963;15213;NULL;10
20964;13005;NULL;7
20965;19743;NULL;10
20966;7599;NULL;7
20967;19139;NULL;8
20968;10373;NULL;10
20969;12593;NULL;7
20970;14693;NULL;8
20971;3954;NULL;7
20972;16687;NULL;10
20973;20548;NULL;10
20974;20210;NULL;7
20975;16907;NULL;10
20976;12973;NULL;7
20977;16815;NULL;7
20978;10809;NULL;8
20979;15466;NULL;8
20980;18824;NULL;8
20981;19065;NULL;8
20982;10953;NULL;10
20983;10585;NULL;9
20984;14195;NULL;9
20985;5911;NULL;9
20986;18493;NULL;9
20987;11228;NULL;9
20988;11601;NULL;9
20989;19625;NULL;9
20990;3401;NULL;9
20991;7861;NULL;9
20992;7019;NULL;9
20993;17126;NULL;9
20994;5938;NULL;9
20995;14776;NULL;9
20996;20502;NULL;9
20997;13970;NULL;9
20998;5499;NULL;9
20999;9960;NULL;9
21000;8314;NULL;9
21001;14625;NULL;9
21002;9970;NULL;9
21003;15631;NULL;7
21004;9709;NULL;7
21005;11566;NULL;7
21006;10984;NULL;8
21007;12609;NULL;8
21008;17098;NULL;8
21009;14641;NULL;8
21010;11266;NULL;8
21011;5790;NULL;10
21012;10037;NULL;10
21013;16348;NULL;7
21014;18677;NULL;7
21015;15429;NULL;8
21016;10136;NULL;8
21017;18523;NULL;7
21018;14714;NULL;10
21019;19546;NULL;7
21020;12691;NULL;10
21021;19042;NULL;7
21022;4777;NULL;7
21023;4829;NULL;10
21024;14100;NULL;7
21025;3285;NULL;10
21026;4100;NULL;10
21027;16351;NULL;10
21028;10983;NULL;10
21029;10724;NULL;8
21030;19819;NULL;7
21031;8874;NULL;7
21032;9343;NULL;8
21033;3989;NULL;7
21034;8009;NULL;10
21035;11136;NULL;8
21036;11251;NULL;10
21037;10806;NULL;8
21038;11668;NULL;7
21039;15109;NULL;10
21040;20329;NULL;10
21041;6700;NULL;7
21042;13561;NULL;8
21043;15904;NULL;8
21044;7986;NULL;10
21045;3108;NULL;7
21046;8045;NULL;10
21047;8689;NULL;8
21048;17417;NULL;7
21049;6395;NULL;10
21050;17340;NULL;7
21051;14171;NULL;8
21052;8663;NULL;8
21053;14666;NULL;10
21054;20503;NULL;7
21055;9609;NULL;8
21056;14694;NULL;10
21057;12683;NULL;8
21058;10577;NULL;7
21059;16476;NULL;7
21060;12965;NULL;10
21061;13877;NULL;7
21062;7268;NULL;7
21063;14149;NULL;7
21064;12277;NULL;7
21065;17222;NULL;8
21066;9634;NULL;10
21067;19318;NULL;10
21068;14437;NULL;10
21069;13446;NULL;10
21070;16380;NULL;7
21071;20665;NULL;10
21072;8258;NULL;7
21073;7974;NULL;8
21074;15727;NULL;10
21075;15932;NULL;8
21076;4287;NULL;8
21077;19728;NULL;7
21078;19620;NULL;7
21079;14423;NULL;10
21080;9653;NULL;7
21081;4375;NULL;7
21082;15690;NULL;8
21083;5956;NULL;10
21084;7014;NULL;7
21085;18531;NULL;8
21086;8727;NULL;8
21087;10157;NULL;8
21088;5367;NULL;7
21089;10579;NULL;7
21090;17437;NULL;7
21091;12573;NULL;8
21092;15057;NULL;10
21093;6372;NULL;10
21094;16650;NULL;7
21095;14852;NULL;7
21096;13539;NULL;8
21097;19013;NULL;8
21098;6531;NULL;7
21099;17645;NULL;7
21100;17635;NULL;8
21101;7229;NULL;10
21102;13367;NULL;8
21103;2392;NULL;10
21104;13730;NULL;10
21105;19336;NULL;10
21106;20614;NULL;10
21107;3247;NULL;8
21108;6278;NULL;8
21109;20620;NULL;8
21110;18029;NULL;10
21111;16986;NULL;10
21112;15894;NULL;7
21113;2411;NULL;7
21114;8785;NULL;8
21115;16014;NULL;8
21116;13270;NULL;10
21117;3922;NULL;7
21118;2435;NULL;10
21119;3746;NULL;7
21120;13225;NULL;8
21121;15450;NULL;7
21122;19941;NULL;7
21123;16945;NULL;7
21124;7149;NULL;10
21125;10813;NULL;7
21126;3246;NULL;7
21127;20776;NULL;7
21128;2618;NULL;8
21129;12784;NULL;8
21130;8614;NULL;10
21131;9599;NULL;8
21132;18073;NULL;7
21133;20536;NULL;7
21134;15997;NULL;10
21135;9543;NULL;10
21136;18769;NULL;10
21137;6506;NULL;10
21138;9696;NULL;6
21139;16724;NULL;1
21140;19553;NULL;4
21141;12678;NULL;1
21142;14118;NULL;1
21143;9761;NULL;1
21144;14753;NULL;1
21145;4547;NULL;4
21146;17179;NULL;1
21147;15354;NULL;1
21148;19273;NULL;6
21149;13579;NULL;1
21150;20152;NULL;1
21151;16167;NULL;4
21152;10685;NULL;4
21153;17628;NULL;4
21154;18751;NULL;4
21155;13519;NULL;4
21156;10632;NULL;1
21157;6144;NULL;4
21158;12830;NULL;1
21159;11151;NULL;1
21160;20529;NULL;4
21161;11666;NULL;1
21162;9519;NULL;4
21163;18387;NULL;4
21164;15811;NULL;4
21165;14379;NULL;9
21166;11893;NULL;9
21167;16574;NULL;9
21168;4069;NULL;9
21169;15461;NULL;9
21170;13159;NULL;9
21171;18109;NULL;9
21172;16721;NULL;9
21173;20330;NULL;9
21174;16058;NULL;9
21175;6935;NULL;9
21176;9523;NULL;9
21177;16572;NULL;9
21178;15313;NULL;9
21179;12920;NULL;9
21180;2972;NULL;9
21181;3046;NULL;9
21182;14112;NULL;9
21183;14709;NULL;9
21184;2895;NULL;9
21185;9419;NULL;9
21186;14977;NULL;9
21187;9558;NULL;9
21188;4116;NULL;9
21189;13883;NULL;9
21190;1707;NULL;9
21191;13352;NULL;9
21192;7648;NULL;9
21193;19184;NULL;9
21194;20012;NULL;9
21195;12850;NULL;9
21196;18567;NULL;9
21197;8684;NULL;9
21198;12315;NULL;9
21199;3281;NULL;9
21200;16648;NULL;9
21201;3618;NULL;9
21202;13904;NULL;9
21203;10932;NULL;9
21204;17805;NULL;9
21205;16234;NULL;9
21206;14800;NULL;9
21207;17941;NULL;9
21208;19373;NULL;9
21209;14959;NULL;9
21210;13488;NULL;9
21211;13056;NULL;9
21212;5263;NULL;9
21213;20435;NULL;9
21214;20443;NULL;9
21215;2659;NULL;9
21216;18449;NULL;9
21217;16280;NULL;9
21218;3782;NULL;9
21219;17813;NULL;9
21220;18797;NULL;9
21221;16737;NULL;9
21222;2604;NULL;9
21223;3075;NULL;9
21224;14644;NULL;9
21225;8405;NULL;9
21226;5339;NULL;9
21227;8702;NULL;9
21228;6816;NULL;9
21229;16388;NULL;9
21230;7569;NULL;9
21231;19895;NULL;9
21232;7933;NULL;9
21233;18651;NULL;4
21234;19203;NULL;4
21235;10437;NULL;4
21236;14438;NULL;1
21237;5105;NULL;4
21238;16942;NULL;6
21239;11364;NULL;9
21240;5489;NULL;4
21241;13271;NULL;1
21242;20728;NULL;4
21243;15155;NULL;4
21244;8683;NULL;4
21245;12399;NULL;4
21246;16319;NULL;4
21247;14227;NULL;1
21248;6394;NULL;9
21249;4925;NULL;2
21250;13103;NULL;1
21251;18707;NULL;6
21252;5470;NULL;6
21253;11794;NULL;1
21254;8488;NULL;9
21255;4913;NULL;9
21256;18800;NULL;9
21257;3115;NULL;9
21258;2820;NULL;9
21259;18274;NULL;9
21260;8571;NULL;1
21261;3499;NULL;4
21262;9366;NULL;4
21263;12210;NULL;6
21264;5555;NULL;1
21265;15850;NULL;4
21266;3597;NULL;6
21267;4905;NULL;1
21268;11933;NULL;4
21269;4175;NULL;4
21270;18648;NULL;1
21271;5724;NULL;4
21272;19916;NULL;6
21273;11094;NULL;1
21274;4347;NULL;4
21275;3935;NULL;4
21276;13872;NULL;6
21277;4795;NULL;6
21278;10481;NULL;1
21279;1708;NULL;9
21280;18103;NULL;1
21281;10128;NULL;4
21282;11028;NULL;4
21283;18735;NULL;9
21284;15842;NULL;6
21285;8888;NULL;1
21286;1709;NULL;4
21287;15138;NULL;4
21288;17466;NULL;4
21289;11804;NULL;1
21290;14321;NULL;1
21291;19685;NULL;1
21292;17552;NULL;1
21293;12440;NULL;4
21294;6672;NULL;4
21295;18077;NULL;6
21296;17371;NULL;1
21297;8817;NULL;1
21298;15745;NULL;1
21299;13055;NULL;1
21300;9231;NULL;4
21301;9848;NULL;1
21302;6465;NULL;1
21303;2879;NULL;4
21304;8948;NULL;1
21305;17198;NULL;6
21306;5331;NULL;6
21307;11749;NULL;4
21308;11977;NULL;6
21309;11049;NULL;4
21310;8110;NULL;4
21311;20475;NULL;6
21312;16652;NULL;1
21313;6064;NULL;4
21314;13705;NULL;1
21315;6050;NULL;4
21316;18359;NULL;4
21317;3705;NULL;4
21318;14739;NULL;6
21319;17775;NULL;1
21320;13029;NULL;1
21321;12435;NULL;1
21322;14528;NULL;1
21323;17204;NULL;1
21324;10316;NULL;4
21325;7684;NULL;4
21326;10249;NULL;4
21327;5602;NULL;4
21328;4434;NULL;4
21329;3756;NULL;4
21330;11241;NULL;4
21331;14606;NULL;6
21332;9963;NULL;6
21333;10944;NULL;1
21334;16372;NULL;4
21335;7438;NULL;1
21336;15912;NULL;6
21337;11077;NULL;1
21338;19425;NULL;4
21339;3413;NULL;6
21340;5260;NULL;1
21341;14150;NULL;4
21342;8448;NULL;4
21343;13474;NULL;4
21344;12826;NULL;4
21345;19714;NULL;6
21346;18060;NULL;4
21347;12039;NULL;6
21348;12762;NULL;6
21349;14196;NULL;6
21350;4549;NULL;4
21351;6345;NULL;4
21352;20727;NULL;6
21353;17400;NULL;1
21354;20672;NULL;6
21355;6767;NULL;1
21356;9307;NULL;4
21357;9912;NULL;1
21358;15454;NULL;4
21359;17043;NULL;9
21360;18899;NULL;9
21361;15592;NULL;9
21362;15647;NULL;9
21363;7420;NULL;9
21364;14508;NULL;6
21365;16599;NULL;9
21366;2871;NULL;9
21367;7317;NULL;9
21368;15793;NULL;4
21369;12490;NULL;4
21370;7992;NULL;9
21371;7237;NULL;9
21372;9128;NULL;9
21373;12578;NULL;9
21374;17601;NULL;9
21375;16954;NULL;9
21376;15224;NULL;9
21377;8844;NULL;9
21378;9886;NULL;9
21379;12260;NULL;9
21380;15420;NULL;9
21381;20765;NULL;9
21382;9409;NULL;9
21383;17033;NULL;9
21384;5573;NULL;9
21385;19926;NULL;4
21386;3953;NULL;4
21387;19124;NULL;9
21388;11471;NULL;1
21389;2454;NULL;9
21390;9308;NULL;9
21391;12206;NULL;9
21392;12060;NULL;9
21393;15409;NULL;9
21394;9809;NULL;9
21395;7111;NULL;1
21396;11697;NULL;1
21397;14833;NULL;1
21398;6518;NULL;4
21399;13880;NULL;4
21400;16179;NULL;6
21401;5284;NULL;1
21402;17088;NULL;9
21403;1710;NULL;9
21404;7026;NULL;9
21405;3673;NULL;9
21406;15789;NULL;9
21407;18100;NULL;9
21408;5907;NULL;9
21409;17036;NULL;9
21410;5311;NULL;1
21411;3252;NULL;4
21412;5163;NULL;6
21413;4479;NULL;1
21414;5500;NULL;1
21415;2831;NULL;1
21416;6562;NULL;4
21417;3316;NULL;4
21418;19800;NULL;9
21419;8981;NULL;4
21420;9931;NULL;4
21421;12566;NULL;1
21422;20605;NULL;4
21423;16872;NULL;6
21424;13011;NULL;4
21425;17512;NULL;4
21426;12439;NULL;4
21427;7565;NULL;1
21428;7906;NULL;1
21429;2465;NULL;1
21430;9230;NULL;4
21431;3956;NULL;6
21432;8660;NULL;1
21433;10745;NULL;4
21434;11206;NULL;4
21435;5610;NULL;4
21436;18496;NULL;1
21437;18900;NULL;4
21438;13627;NULL;4
21439;17316;NULL;1
21440;14981;NULL;4
21441;3736;NULL;6
21442;9176;NULL;4
21443;9240;NULL;1
21444;4188;NULL;4
21445;9289;NULL;1
21446;13497;NULL;6
21447;18627;NULL;6
21448;9901;NULL;4
21449;4337;NULL;4
21450;5964;NULL;6
21451;7225;NULL;4
21452;15184;NULL;1
21453;9095;NULL;6
21454;5297;NULL;4
21455;6032;NULL;1
21456;13475;NULL;1
21457;14671;NULL;4
21458;13233;NULL;4
21459;5458;NULL;4
21460;16436;NULL;4
21461;12684;NULL;6
21462;9914;NULL;4
21463;15933;NULL;4
21464;13577;NULL;6
21465;6287;NULL;4
21466;18172;NULL;1
21467;18041;NULL;1
21468;6528;NULL;4
21469;8750;NULL;4
21470;3112;NULL;4
21471;4665;NULL;6
21472;14906;NULL;4
21473;18633;NULL;1
21474;14520;NULL;1
21475;6843;NULL;4
21476;6037;NULL;4
21477;8406;NULL;4
21478;3918;NULL;4
21479;6109;NULL;4
21480;2777;NULL;6
21481;5665;NULL;1
21482;3430;NULL;1
21483;8859;NULL;1
21484;3961;NULL;1
21485;18453;NULL;1
21486;5030;NULL;4
21487;8334;NULL;4
21488;13075;NULL;4
21489;6856;NULL;6
21490;14290;NULL;6
21491;18964;NULL;1
21492;6192;NULL;4
21493;13240;NULL;4
21494;12731;NULL;6
21495;6365;NULL;1
21496;16618;NULL;4
21497;14783;NULL;4
21498;17650;NULL;4
21499;8282;NULL;4
21500;13704;NULL;1
21501;12966;NULL;6
21502;11196;NULL;4
21503;8127;NULL;1
21504;20261;NULL;1
21505;20144;NULL;7
21506;14971;NULL;8
21507;17879;NULL;10
21508;5001;NULL;10
21509;8978;NULL;10
21510;13036;NULL;8
21511;14265;NULL;10
21512;19579;NULL;10
21513;17609;NULL;7
21514;17374;NULL;8
21515;11593;NULL;10
21516;18452;NULL;10
21517;11859;NULL;10
21518;11204;NULL;7
21519;8551;NULL;8
21520;4352;NULL;10
21521;13978;NULL;7
21522;20741;NULL;7
21523;16827;NULL;8
21524;7808;NULL;10
21525;19402;NULL;10
21526;14481;NULL;8
21527;7802;NULL;7
21528;10323;NULL;8
21529;10714;NULL;7
21530;3349;NULL;7
21531;10479;NULL;7
21532;9618;NULL;8
21533;9237;NULL;10
21534;4004;NULL;10
21535;2832;NULL;7
21536;15771;NULL;8
21537;16449;NULL;8
21538;19985;NULL;7
21539;20168;NULL;7
21540;11828;NULL;10
21541;6040;NULL;10
21542;19659;NULL;7
21543;17377;NULL;7
21544;19025;NULL;10
21545;8965;NULL;10
21546;19344;NULL;8
21547;9404;NULL;10
21548;11416;NULL;10
21549;7691;NULL;8
21550;16540;NULL;8
21551;5905;NULL;9
21552;2404;NULL;9
21553;15832;NULL;9
21554;16149;NULL;9
21555;2913;NULL;9
21556;16577;NULL;9
21557;4598;NULL;9
21558;19959;NULL;9
21559;11642;NULL;9
21560;16117;NULL;9
21561;14911;NULL;9
21562;9222;NULL;9
21563;7557;NULL;9
21564;2475;NULL;9
21565;8681;NULL;9
21566;8030;NULL;9
21567;15437;NULL;9
21568;6347;NULL;9
21569;9358;NULL;9
21570;3739;NULL;9
21571;5621;NULL;9
21572;14982;NULL;9
21573;15639;NULL;9
21574;3871;NULL;1
21575;6620;NULL;4
21576;6720;NULL;1
21577;2675;NULL;6
21578;16727;NULL;1
21579;3771;NULL;1
21580;8657;NULL;6
21581;19785;NULL;6
21582;9555;NULL;6
21583;12975;NULL;1
21584;13305;NULL;1
21585;8264;NULL;1
21586;3133;NULL;1
21587;9556;NULL;4
21588;6713;NULL;4
21589;7400;NULL;6
21590;3602;NULL;1
21591;12666;NULL;4
21592;9125;NULL;1
21593;4669;NULL;4
21594;11717;NULL;4
21595;14914;NULL;6
21596;17162;NULL;1
21597;17228;NULL;4
21598;10034;NULL;1
21599;10658;NULL;1
21600;8745;NULL;4
21601;8771;NULL;4
21602;15920;NULL;1
21603;13954;NULL;1
21604;8593;NULL;4
21605;17544;NULL;1
21606;15968;NULL;1
21607;14335;NULL;1
21608;6678;NULL;1
21609;10451;NULL;4
21610;15694;NULL;4
21611;17909;NULL;4
21612;13163;NULL;1
21613;5546;NULL;6
21614;18413;NULL;6
21615;19616;NULL;4
21616;13236;NULL;1
21617;11088;NULL;1
21618;16415;NULL;6
21619;7662;NULL;4
21620;7939;NULL;6
21621;15568;NULL;6
21622;6523;NULL;6
21623;5614;NULL;1
21624;7805;NULL;1
21625;11114;NULL;1
21626;11730;NULL;1
21627;9562;NULL;4
21628;12106;NULL;1
21629;17422;NULL;6
21630;7814;NULL;1
21631;15780;NULL;6
21632;12942;NULL;4
21633;6324;NULL;1
21634;9214;NULL;1
21635;18081;NULL;4
21636;2930;NULL;4
21637;4554;NULL;4
21638;11771;NULL;1
21639;18607;NULL;1
21640;14670;NULL;4
21641;10079;NULL;4
21642;10736;NULL;6
21643;13092;NULL;4
21644;2852;NULL;4
21645;13170;NULL;1
21646;5455;NULL;4
21647;4146;NULL;1
21648;5583;NULL;4
21649;20514;NULL;4
21650;3688;NULL;4
21651;14645;NULL;1
21652;20347;NULL;6
21653;17342;NULL;4
21654;12901;NULL;4
21655;7035;NULL;6
21656;13066;NULL;6
21657;10236;NULL;1
21658;7235;NULL;6
21659;3338;NULL;6
21660;8409;NULL;4
21661;17242;NULL;8
21662;18773;NULL;7
21663;2624;NULL;8
21664;13189;NULL;7
21665;5145;NULL;7
21666;18516;NULL;8
21667;20737;NULL;8
21668;9060;NULL;10
21669;12115;NULL;10
21670;6744;NULL;7
21671;5269;NULL;7
21672;19054;NULL;8
21673;18390;NULL;7
21674;8991;NULL;8
21675;3166;NULL;7
21676;17518;NULL;7
21677;4086;NULL;7
21678;4903;NULL;10
21679;9210;NULL;10
21680;15599;NULL;8
21681;19174;NULL;8
21682;16360;NULL;10
21683;15951;NULL;10
21684;8073;NULL;7
21685;10230;NULL;1
21686;14934;NULL;4
21687;12461;NULL;4
21688;15307;NULL;4
21689;19363;NULL;1
21690;12377;NULL;6
21691;18361;NULL;6
21692;8627;NULL;1
21693;11535;NULL;4
21694;16001;NULL;4
21695;17876;NULL;4
21696;3323;NULL;1
21697;13461;NULL;4
21698;16410;NULL;4
21699;5928;NULL;4
21700;14558;NULL;4
21701;3949;NULL;1
21702;7795;NULL;6
21703;8773;NULL;6
21704;4866;NULL;1
21705;15446;NULL;4
21706;3383;NULL;1
21707;6837;NULL;1
21708;7913;NULL;1
21709;2937;NULL;1
21710;7208;NULL;6
21711;3169;NULL;4
21712;19136;NULL;4
21713;15545;NULL;4
21714;8321;NULL;1
21715;6399;NULL;1
21716;11849;NULL;1
21717;16972;NULL;4
21718;4983;NULL;4
21719;20688;NULL;1
21720;9517;NULL;4
21721;9748;NULL;1
21722;13139;NULL;4
21723;2660;NULL;4
21724;5738;NULL;4
21725;9727;NULL;6
21726;11205;NULL;6
21727;7709;NULL;6
21728;12336;NULL;1
21729;8703;NULL;1
21730;16152;NULL;4
21731;2828;NULL;4
21732;4686;NULL;6
21733;13888;NULL;1
