salesorderid;revisionnumber;orderdate;duedate;shipdate;status;onlineorderflag;purchaseordernumber;accountnumber;customerid;territoryid;shiptoaddressid;creditcardid;subtotal;taxamt;freight;totaldue;comment
61551;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-011890;11890;4;28002;1966;59;47584;1487;657254;NULL
61552;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-011505;11505;6;28954;10017;89;71176;22243;983119;NULL
61553;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012068;12068;4;12297;18043;59;47184;14745;651729;NULL
61554;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-028225;28225;4;15174;9391;60;48376;15118;668194;NULL
61555;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-011330;11330;6;27048;10261;32;25816;1;356584;NULL
61556;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-023796;23796;4;13143;12094;37;29272;1;40432;NULL
61557;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-024285;24285;1;23847;2469;33;2608;1;36023;NULL
61558;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012165;12165;6;14588;14543;37;29816;1;411834;NULL
61559;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-019224;19224;6;12133;810;96;76856;24018;1061574;NULL
61560;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-016213;16213;6;18682;16294;50;39976;12493;552169;NULL
61561;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-018380;18380;1;29701;NULL;13;10352;0;142987;NULL
61562;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-018944;18944;6;13650;903;57;45576;14243;629519;NULL
61563;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-016049;16049;8;16824;5330;40;31984;1;441779;NULL
61564;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-015680;15680;8;17659;15291;5;0;0;5514;NULL
61565;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-014543;14543;8;11658;1494;42;33824;1057;467194;NULL
61566;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-015711;15711;10;27150;4161;72;57264;17895;790959;NULL
61567;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-016266;16266;7;21017;9368;64;51176;15993;706869;NULL
61568;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017951;17951;10;16903;8455;27;21824;1;301444;NULL
61569;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017711;17711;7;29680;NULL;70;55976;17493;773169;NULL
61570;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017809;17809;7;21712;4057;205;164208;51315;2268123;NULL
61571;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-019373;19373;8;18881;9671;90;71976;22493;994169;NULL
61572;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012134;12134;10;23782;5367;34;27576;1;380894;NULL
61573;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-016294;16294;10;15576;2955;14;11184;0;154479;NULL
61574;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-029439;29439;10;11420;18171;24;19024;1;262769;NULL
61575;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017371;17371;6;18167;7867;72;57576;17993;795269;NULL
61576;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012978;12978;4;17414;2787;50;40184;12558;555042;NULL
61577;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012788;12788;4;18936;15135;57;45576;14243;629519;NULL
61578;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-011563;11563;10;12850;2865;54;43192;13498;59659;NULL
61579;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-012966;12966;4;26999;3137;107;85568;2674;1181908;NULL
61580;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-015850;15850;6;28840;11117;2375;1899984;593745;26243529;NULL
61581;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-014434;14434;4;19149;3735;2396;1916768;59899;26475358;NULL
61582;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-015048;15048;10;12718;13874;777;621872;194335;8589607;NULL
61583;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-014192;14192;7;29211;NULL;2413;1930448;603265;26664313;NULL
61584;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-025215;25215;9;19444;18066;1155;924384;28887;12768054;NULL
61585;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-024477;24477;9;21334;4495;1120;896392;280123;12381415;NULL
61586;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017728;17728;9;12298;385;1152;921408;28794;12726948;NULL
61587;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-013117;13117;9;12151;4310;2344;1875408;586065;25904073;NULL
61588;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-013130;13130;9;13494;15281;2355;1883992;588748;2602264;NULL
61589;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-029203;29203;4;11430;11144;756;605064;189083;8357447;NULL
61590;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-026012;26012;4;24075;17229;2419;1935248;604765;26730613;NULL
61591;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-022787;22787;4;18559;489;620;496368;155115;6856083;NULL
61592;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-024047;24047;10;16178;13713;1174;939584;29362;12978004;NULL
61593;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-027823;27823;8;26648;4096;1164;931576;291118;12867394;NULL
61594;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-022480;22480;7;27172;2158;617;49356;154238;6817298;NULL
61595;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-026956;26956;10;29689;NULL;608;486368;15199;6717958;NULL
61596;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-017232;17232;9;23760;2630;769;615592;192373;8502865;NULL
61597;8;05-12-2013 0:00;17-12-2013 0:00;12-12-2013 0:00;5;1;NULL;10-4030-027513;27513;9;13902;18179;564;451016;140943;6229659;NULL
61598;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-027343;27343;9;14381;705;133;106376;33243;1469319;NULL
61599;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-021371;21371;9;16273;5497;7;1;0;80444;NULL
61600;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-015233;15233;9;16493;18081;35;27992;1;38664;NULL
61601;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-017831;17831;7;15132;9616;1750;1399968;43749;19337058;NULL
61602;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-022595;22595;7;14282;9158;2520;2015944;629983;27845227;NULL
61603;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-013263;13263;7;13662;8391;2451;196104;612825;27086865;NULL
61604;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012615;12615;10;25716;537;2342;1873576;585493;25878769;NULL
61605;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011662;11662;1;15565;3248;63;50384;15745;695929;NULL
61606;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-026248;26248;1;26527;259;69;55176;17243;762119;NULL
61607;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011709;11709;6;18453;14024;65;51976;16243;717919;NULL
61608;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-027603;27603;4;16341;4764;93;74768;23365;1032733;NULL
61609;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011506;11506;6;28075;397;39;31176;1;430619;NULL
61610;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-025257;25257;4;11918;18388;147;117824;3682;1627444;NULL
61611;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011300;11300;6;22168;7336;60;48376;15118;668194;NULL
61612;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014725;14725;6;24009;11805;159;127104;3972;1755624;NULL
61613;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011185;11185;6;21639;5475;39;31104;1;429624;NULL
61614;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011223;11223;6;12222;9387;107;85544;26733;1181577;NULL
61615;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-015197;15197;6;14410;3794;50;39976;12493;552169;NULL
61616;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-021270;21270;1;27736;15873;78;62784;1962;867204;NULL
61617;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-028342;28342;6;28291;5204;70;55992;17498;77339;NULL
61618;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-019245;19245;4;26060;6002;120;95984;29995;1325779;NULL
61619;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-022354;22354;6;19585;308;40;31984;1;441779;NULL
61620;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014743;14743;1;25089;2973;64;51576;16118;712394;NULL
61621;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014369;14369;1;24348;4608;46;37176;11618;513494;NULL
61622;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-013864;13864;4;22805;63;22;17584;1;242879;NULL
61623;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014699;14699;8;19828;13093;79;63184;19745;872729;NULL
61624;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-025326;25326;7;25805;1228;79;63176;19743;872619;NULL
61625;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-022553;22553;10;23147;8483;49;39176;12243;541119;NULL
61626;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012752;12752;7;23546;17619;4;0;0;4409;NULL
61627;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-024854;24854;8;28644;1118;24;19024;1;262769;NULL
61628;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012235;12235;10;13703;11891;28;22216;1;306859;NULL
61629;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-028890;28890;8;22009;10194;110;87976;27493;1215169;NULL
61630;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012327;12327;8;22234;4485;5;0;0;5514;NULL
61631;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-013193;13193;4;24692;5446;72;57576;17993;795269;NULL
61632;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011385;11385;10;13141;18745;14;11184;0;154479;NULL
61633;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020544;20544;1;13523;6988;2457;1965864;614333;27153497;NULL
61634;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012440;12440;4;25768;4985;2335;1867984;583745;25801529;NULL
61635;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014602;14602;4;17017;1987;2451;1961152;61286;27088412;NULL
61636;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012914;12914;6;20458;4801;2330;1863984;582495;25746279;NULL
61637;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-014412;14412;1;29054;1932;2320;1855992;579998;2563589;NULL
61638;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-012486;12486;10;11527;14904;1293;1034664;323333;14291297;NULL
61639;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020612;20612;9;22500;2958;2482;1985784;620558;27428642;NULL
61640;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-029175;29175;1;24272;2869;756;605064;189083;8357447;NULL
61641;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-026018;26018;1;27656;3734;2469;197524;617263;27283003;NULL
61642;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-024676;24676;1;13079;17092;2462;196924;615388;27200128;NULL
61643;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-024683;24683;4;29153;NULL;2393;1914448;598265;26443313;NULL
61644;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-021621;21621;6;24643;6994;568;454208;14194;6273748;NULL
61645;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-018647;18647;4;20407;7093;599;479576;149868;6624144;NULL
61646;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-026321;26321;6;24049;14049;554;443176;138493;6121369;NULL
61647;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020529;20529;1;20563;9222;1174;939584;29362;12978004;NULL
61648;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020387;20387;4;25976;10761;1195;955976;298743;13204419;NULL
61649;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020400;20400;4;11895;3219;1120;896392;280123;12381415;NULL
61650;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-020434;20434;4;15020;884;1170;936384;29262;12933804;NULL
61651;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-017143;17143;6;15686;15812;1764;1411176;440993;19491869;NULL
61652;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-022463;22463;7;28544;8529;575;459984;143745;6353529;NULL
61653;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-027866;27866;9;16874;7519;2398;191844;599513;26498453;NULL
61654;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011894;11894;9;16310;14580;2453;1962432;61326;27106092;NULL
61655;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011905;11905;9;23603;9542;2413;1930448;603265;26664313;NULL
61656;8;06-12-2013 0:00;18-12-2013 0:00;13-12-2013 0:00;5;1;NULL;10-4030-011762;11762;9;24010;14147;2438;1950448;609515;26940563;NULL
61657;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-019618;19618;9;20874;12693;30;24384;1;336804;NULL
61658;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-022003;22003;9;24165;2358;57;45576;14243;629519;NULL
61659;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-023078;23078;9;16027;14395;15;12184;0;168292;NULL
61660;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-023079;23079;9;24323;1433;7;1;0;80444;NULL
61661;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026145;26145;9;18206;12421;79;63184;19745;872729;NULL
61662;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-025001;25001;9;21703;1467;50;39976;12493;552169;NULL
61663;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011367;11367;9;18239;4810;59;47184;14745;651729;NULL
61664;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011911;11911;9;24563;7048;24;19592;1;270615;NULL
61665;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-019608;19608;9;11892;7039;43;34376;10743;474819;NULL
61666;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024040;24040;8;29555;NULL;2482;1985784;620558;27428642;NULL
61667;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015626;15626;8;14054;17695;2425;1939976;606243;26795919;NULL
61668;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015100;15100;8;24422;16463;2352;1881568;58799;25989158;NULL
61669;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-012212;12212;7;12582;2301;2320;1855992;579998;2563589;NULL
61670;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015354;15354;10;29566;NULL;2326;1860768;58149;25701858;NULL
61671;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-012217;12217;7;25028;8321;2295;1835992;573748;2535964;NULL
61672;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-012861;12861;10;22025;15464;2345;1875968;58624;25911808;NULL
61673;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011519;11519;6;16746;7358;54;43192;13498;59659;NULL
61674;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011287;11287;6;25057;18822;59;47184;14745;651729;NULL
61675;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011632;11632;6;11826;13889;64;51176;15993;706869;NULL
61676;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-028146;28146;4;22369;11779;60;48376;15118;668194;NULL
61677;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026812;26812;4;26073;16301;58;46776;14618;646094;NULL
61678;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026128;26128;4;25151;19214;69;55176;17243;762119;NULL
61679;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024931;24931;1;20784;2269;37;29272;1;40432;NULL
61680;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-025898;25898;1;26665;9420;39;31104;1;429624;NULL
61681;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-023790;23790;1;20276;12901;47;37464;11708;517472;NULL
61682;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-025966;25966;4;23124;10138;27;21824;1;301444;NULL
61683;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024518;24518;4;19986;17822;37;29272;1;40432;NULL
61684;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024643;24643;4;18803;3717;35;27912;1;385535;NULL
61685;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-021425;21425;4;26598;15815;10;1;0;11039;NULL
61686;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-020477;20477;4;15944;10975;69;55176;17243;762119;NULL
61687;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-028359;28359;6;21397;7664;79;63184;19745;872729;NULL
61688;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-018927;18927;6;17595;6638;57;45576;14243;629519;NULL
61689;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015297;15297;1;29090;6022;40;31984;1;441779;NULL
61690;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-013880;13880;1;20496;13371;72;57576;17993;795269;NULL
61691;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-013245;13245;1;25862;3615;46;37176;11618;513494;NULL
61692;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-020806;20806;10;26161;17272;27;21824;1;301444;NULL
61693;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-017081;17081;7;29559;NULL;75;59984;18745;828529;NULL
61694;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-014537;14537;8;21689;2918;42;33824;1057;467194;NULL
61695;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-020965;20965;10;28844;17021;30;23992;1;33139;NULL
61696;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-020566;20566;10;29317;NULL;27;21824;1;301444;NULL
61697;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-023967;23967;10;28057;2293;5;0;0;5514;NULL
61698;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024123;24123;7;11668;46;7;1;0;80444;NULL
61699;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026418;26418;7;21949;2949;36;29016;1;400784;NULL
61700;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-025549;25549;7;16206;4083;7;1;0;80444;NULL
61701;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-025503;25503;7;13608;280;49;39176;12243;541119;NULL
61702;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011734;11734;4;21747;5166;37;29832;1;412055;NULL
61703;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011704;11704;4;26132;10804;40;31992;1;44189;NULL
61704;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011692;11692;4;14595;13083;40;31992;1;44189;NULL
61705;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-014096;14096;6;25728;16455;42;33824;1057;467194;NULL
61706;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-012057;12057;1;18460;19183;37;29832;1;412055;NULL
61707;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011713;11713;1;14805;9548;129;103176;32243;1425119;NULL
61708;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-012628;12628;7;19120;2122;15;11984;0;165529;NULL
61709;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-011397;11397;7;25470;17337;38;30776;1;425094;NULL
61710;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-014616;14616;4;28626;18307;839;671584;20987;9276254;NULL
61711;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-014613;14613;1;14713;15909;902;721968;225615;9972183;NULL
61712;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015006;15006;4;20379;9622;2295;1835992;573748;2535964;NULL
61713;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-014433;14433;4;29579;NULL;2342;1873576;585493;25878769;NULL
61714;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-015566;15566;6;14537;9812;2430;1944352;60761;26856362;NULL
61715;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-028490;28490;8;23307;6806;779;622896;194655;8603751;NULL
61716;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026975;26975;7;17673;10265;765;612256;19133;8456786;NULL
61717;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-028497;28497;8;13421;10806;776;621064;194083;8578447;NULL
61718;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-026991;26991;8;22780;4844;1265;1011872;31621;13976482;NULL
61719;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-013651;13651;9;25981;4268;2344;1875168;58599;25900758;NULL
61720;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-029204;29204;1;15321;10274;742;59388;185588;8202968;NULL
61721;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024955;24955;4;29163;NULL;742;59388;185588;8202968;NULL
61722;8;07-12-2013 0:00;19-12-2013 0:00;14-12-2013 0:00;5;1;NULL;10-4030-024956;24956;4;17694;18987;751;601072;187835;8302307;NULL
